condition,distance,structure,path,raw_probability,unattested_ngrams,dependency,n_gram,bootstrap_sample
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.012788513150570906,[],RC,Bigram,531
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.5188892632806515e-07,[],RC,Bigram,531
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.7605218096599003e-10,[],RC,Bigram,531
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.5188892632806515e-07,[],RC,Bigram,531
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.2469566302460004e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,531
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00020422887257561954,[],RC,Bigram,531
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.5188892632806515e-07,[],RC,Bigram,531
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.2469566302460004e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,531
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.2306508108000584e-07,[],RC,Bigram,531
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.845489055241811e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,531
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.037125193109873326,[],RC,Bigram,531
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.8443947798331956e-09,[],RC,Bigram,531
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.1177472758215837e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,531
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0568208510785142e-07,[],RC,Bigram,532
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.0412023156794868e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,532
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.319039123013889e-07,[],RC,Bigram,532
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",7.549129784973203e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,532
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0568208510785142e-07,[],RC,Bigram,532
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.5167852423729714e-08,[],RC,Bigram,532
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013225577167643107,[],RC,Bigram,532
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013225577167643107,[],RC,Bigram,532
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.319039123013889e-07,[],RC,Bigram,532
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",1.4140779386936635e-09,[],RC,Bigram,532
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0568208510785142e-07,[],RC,Bigram,532
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",4.107348818804951e-11,"[('COMP_pol-int', 'SUBJ')]",RC,Bigram,532
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013225577167643107,[],RC,Bigram,532
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013225577167643107,[],RC,Bigram,532
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.319039123013889e-07,[],RC,Bigram,532
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",9.026029395917e-11,[],RC,Bigram,532
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.319039123013889e-07,[],RC,Bigram,532
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.298109236150953e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,532
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00020071058009302556,[],RC,Bigram,532
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.319039123013889e-07,[],RC,Bigram,532
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.298109236150953e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,532
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0568208510785142e-07,[],RC,Bigram,532
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.867641169721359e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,532
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.037290217558304584,[],RC,Bigram,532
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.400622257024374e-09,[],RC,Bigram,532
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.1167243136364952e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,532
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",6.767644495939721e-08,[],RC,Bigram,533
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",6.213962628060627e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,533
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.4322573392829196e-07,[],RC,Bigram,533
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",5.8039080397016715e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,533
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",6.767644495939721e-08,[],RC,Bigram,533
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.2575559531656225e-08,[],RC,Bigram,533
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013245726687248962,[],RC,Bigram,533
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013245726687248962,[],RC,Bigram,533
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.4322573392829196e-07,[],RC,Bigram,533
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.509789777965089e-10,[],RC,Bigram,533
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",6.767644495939721e-08,[],RC,Bigram,533
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",2.3277020490488506e-10,[],RC,Bigram,533
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013245726687248962,[],RC,Bigram,533
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013245726687248962,[],RC,Bigram,533
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.4322573392829196e-07,[],RC,Bigram,533
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",1.6657503979894456e-10,[],RC,Bigram,533
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.4322573392829196e-07,[],RC,Bigram,533
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.271154866639604e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,533
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00018168575448056625,[],RC,Bigram,533
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.4322573392829196e-07,[],RC,Bigram,533
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.271154866639604e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,533
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",6.767644495939721e-08,[],RC,Bigram,533
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.968466792432951e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,533
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03801462774687848,[],RC,Bigram,533
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.8238128908116439e-09,[],RC,Bigram,533
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0569764652631955e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,533
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0586203705104375e-07,[],RC,Bigram,534
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.0147890886185412e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,534
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.2810729811333616e-07,[],RC,Bigram,534
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.624091207712386e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,534
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0586203705104375e-07,[],RC,Bigram,534
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",2.7830102804742483e-08,[],RC,Bigram,534
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012628830694835795,[],RC,Bigram,534
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.012628830694835795,[],RC,Bigram,534
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.2810729811333616e-07,[],RC,Bigram,534
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",2.08906643327208e-09,[],RC,Bigram,534
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0586203705104375e-07,[],RC,Bigram,534
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",3.802725840463025e-10,[],RC,Bigram,534
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012628830694835795,[],RC,Bigram,534
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.012628830694835795,[],RC,Bigram,534
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.2810729811333616e-07,[],RC,Bigram,534
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",5.464358879786124e-11,"[('COMP_pol-int', 'OBJ')]",RC,Bigram,534
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.2810729811333616e-07,[],RC,Bigram,534
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.203352984450865e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,534
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019659573721142698,[],RC,Bigram,534
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.2810729811333616e-07,[],RC,Bigram,534
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.203352984450865e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,534
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0586203705104375e-07,[],RC,Bigram,534
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.850347446866193e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,534
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.037169086248008715,[],RC,Bigram,534
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.3037912954264493e-09,[],RC,Bigram,534
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0868478064945271e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,534
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.073569820287444e-08,[],RC,Bigram,535
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",7.556813756212497e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,535
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.2177934901663904e-07,[],RC,Bigram,535
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",5.551519666912407e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,535
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.073569820287444e-08,[],RC,Bigram,535
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.5439567019018926e-08,[],RC,Bigram,535
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012722988195637008,[],RC,Bigram,535
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.012722988195637008,[],RC,Bigram,535
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.2177934901663904e-07,[],RC,Bigram,535
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",2.1466829044761194e-10,"[('COMP_wh-int', 'OBJ')]",RC,Bigram,535
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.073569820287444e-08,[],RC,Bigram,535
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",3.8584077517732806e-10,[],RC,Bigram,535
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012722988195637008,[],RC,Bigram,535
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.012722988195637008,[],RC,Bigram,535
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.2177934901663904e-07,[],RC,Bigram,535
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.7359684076656425e-10,[],RC,Bigram,535
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.2177934901663904e-07,[],RC,Bigram,535
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.209182165639449e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,535
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00020185617378857315,[],RC,Bigram,535
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.2177934901663904e-07,[],RC,Bigram,535
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.209182165639449e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,535
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.073569820287444e-08,[],RC,Bigram,535
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.9360119258050464e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,535
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03785747502732069,[],RC,Bigram,535
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.561294528426566e-09,[],RC,Bigram,535
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0738665165599874e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,535
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.1710076052135315e-07,[],RC,Bigram,536
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.0916194613550543e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,536
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.3462999227221436e-07,[],RC,Bigram,536
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.761868184287346e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,536
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.1710076052135315e-07,[],RC,Bigram,536
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.473594314012077e-08,[],RC,Bigram,536
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013321357390377243,[],RC,Bigram,536
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013321357390377243,[],RC,Bigram,536
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.3462999227221436e-07,[],RC,Bigram,536
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",2.0202353396423946e-10,"[('COMP_wh-int', 'OBJ')]",RC,Bigram,536
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.1710076052135315e-07,[],RC,Bigram,536
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",3.845187892845644e-10,[],RC,Bigram,536
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013321357390377243,[],RC,Bigram,536
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013321357390377243,[],RC,Bigram,536
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.3462999227221436e-07,[],RC,Bigram,536
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.7939424909948007e-10,[],RC,Bigram,536
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.3462999227221436e-07,[],RC,Bigram,536
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.298373063068925e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,536
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019846191180282217,[],RC,Bigram,536
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.3462999227221436e-07,[],RC,Bigram,536
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.298373063068925e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,536
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.1710076052135315e-07,[],RC,Bigram,536
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.915673681300991e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,536
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.037440065876206526,[],RC,Bigram,536
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.9034310269193767e-09,[],RC,Bigram,536
