condition,distance,structure,path,raw_probability,unattested_ngrams,dependency,n_gram,bootstrap_sample
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3492885506471837e-07,[],RC,Bigram,208
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.359107002440867e-10,[],RC,Bigram,208
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3492885506471837e-07,[],RC,Bigram,208
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.289285458983395e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,208
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.0001830285444988052,[],RC,Bigram,208
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3492885506471837e-07,[],RC,Bigram,208
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.289285458983395e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,208
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.358625628418082e-08,[],RC,Bigram,208
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.942855050421672e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,208
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.037799712706999694,[],RC,Bigram,208
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.5786434441440484e-09,[],RC,Bigram,208
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.085059307445423e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,208
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0648373931046104e-07,[],RC,Bigram,209
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.0543305326029455e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,209
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.012643227243441e-07,[],RC,Bigram,209
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",7.450217150166277e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,209
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0648373931046104e-07,[],RC,Bigram,209
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",9.808710931058414e-09,[],RC,Bigram,209
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013208767301679027,[],RC,Bigram,209
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013208767301679027,[],RC,Bigram,209
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.012643227243441e-07,[],RC,Bigram,209
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.284018382720218e-10,[],RC,Bigram,209
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0648373931046104e-07,[],RC,Bigram,209
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",4.084531619120101e-11,"[('COMP_pol-int', 'SUBJ')]",RC,Bigram,209
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013208767301679027,[],RC,Bigram,209
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013208767301679027,[],RC,Bigram,209
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.012643227243441e-07,[],RC,Bigram,209
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",1.5035824666277045e-10,[],RC,Bigram,209
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.012643227243441e-07,[],RC,Bigram,209
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.295949904650584e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,209
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.0001919750253509456,[],RC,Bigram,209
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.012643227243441e-07,[],RC,Bigram,209
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.295949904650584e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,209
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0648373931046104e-07,[],RC,Bigram,209
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.835045170171574e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,209
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03691244730396037,[],RC,Bigram,209
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.9156335923087417e-09,[],RC,Bigram,209
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.117443616816626e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,209
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.060513334199957e-08,[],RC,Bigram,210
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",9.028694875726581e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,210
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.037990943360658e-07,[],RC,Bigram,210
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.821826209946898e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,210
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.060513334199957e-08,[],RC,Bigram,210
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.985696079694654e-08,[],RC,Bigram,210
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013426805926033005,[],RC,Bigram,210
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013426805926033005,[],RC,Bigram,210
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.037990943360658e-07,[],RC,Bigram,210
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",7.639617305059447e-10,[],RC,Bigram,210
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.060513334199957e-08,[],RC,Bigram,210
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",2.6570420334897235e-10,[],RC,Bigram,210
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013426805926033005,[],RC,Bigram,210
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013426805926033005,[],RC,Bigram,210
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.037990943360658e-07,[],RC,Bigram,210
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",1.9422755860320625e-10,[],RC,Bigram,210
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.037990943360658e-07,[],RC,Bigram,210
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.31616796896014e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,210
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019916348982610988,[],RC,Bigram,210
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.037990943360658e-07,[],RC,Bigram,210
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.31616796896014e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,210
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.060513334199957e-08,[],RC,Bigram,210
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.904537852199387e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,210
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03750228778873476,[],RC,Bigram,210
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.415453438812233e-09,[],RC,Bigram,210
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.1348148643703237e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,210
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.2626517696648252e-07,[],RC,Bigram,211
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.2294790043200602e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,211
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.409880897147094e-07,[],RC,Bigram,211
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.3576570741222e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,211
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.2626517696648252e-07,[],RC,Bigram,211
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.0343807383474622e-08,[],RC,Bigram,211
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013403730101275858,[],RC,Bigram,211
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013403730101275858,[],RC,Bigram,211
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.409880897147094e-07,[],RC,Bigram,211
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",1.6781842353242653e-10,"[('COMP_wh-int', 'OBJ')]",RC,Bigram,211
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.2626517696648252e-07,[],RC,Bigram,211
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",2.652258303455031e-10,[],RC,Bigram,211
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013403730101275858,[],RC,Bigram,211
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013403730101275858,[],RC,Bigram,211
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.409880897147094e-07,[],RC,Bigram,211
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",3.227277375623587e-10,[],RC,Bigram,211
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.409880897147094e-07,[],RC,Bigram,211
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.30303650083145e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,211
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00017897837604996265,[],RC,Bigram,211
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.409880897147094e-07,[],RC,Bigram,211
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.30303650083145e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,211
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.2626517696648252e-07,[],RC,Bigram,211
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.8939073410111805e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,211
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03745506194808276,[],RC,Bigram,211
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",3.1453312773829344e-09,[],RC,Bigram,211
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.1086430782781481e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,211
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0324051869038354e-07,[],RC,Bigram,212
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",1.002188727113472e-14,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,212
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.24052163164358e-07,[],RC,Bigram,212
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.640528710849467e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,212
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0324051869038354e-07,[],RC,Bigram,212
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.4069448138089109e-08,[],RC,Bigram,212
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.01339705089787571,[],RC,Bigram,212
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.01339705089787571,[],RC,Bigram,212
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.24052163164358e-07,[],RC,Bigram,212
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",1.8191173370368988e-09,[],RC,Bigram,212
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0324051869038354e-07,[],RC,Bigram,212
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",2.934803533185046e-11,"[('COMP_pol-int', 'SUBJ')]",RC,Bigram,212
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.01339705089787571,[],RC,Bigram,212
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.01339705089787571,[],RC,Bigram,212
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.24052163164358e-07,[],RC,Bigram,212
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.150256899570803e-11,"[('COMP_pol-int', 'OBJ')]",RC,Bigram,212
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.24052163164358e-07,[],RC,Bigram,212
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.3005137991416054e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,212
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00018525813631628743,[],RC,Bigram,212
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.24052163164358e-07,[],RC,Bigram,212
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.3005137991416054e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,212
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0324051869038354e-07,[],RC,Bigram,212
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.869607066370091e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,212
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03703403649131077,[],RC,Bigram,212
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.053490775726578e-09,[],RC,Bigram,212
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.1007723268435152e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,212
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.605047916857064e-08,[],RC,Bigram,213
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",9.21918865961049e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,213
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.195655039143548e-07,[],RC,Bigram,213
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.601281635460926e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,213
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.605047916857064e-08,[],RC,Bigram,213
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.0357517108500241e-08,[],RC,Bigram,213
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013180481257004236,[],RC,Bigram,213
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013180481257004236,[],RC,Bigram,213
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.195655039143548e-07,[],RC,Bigram,213
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.000169488971683e-10,[],RC,Bigram,213
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.605047916857064e-08,[],RC,Bigram,213
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",8.852578725213881e-11,[],RC,Bigram,213
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013180481257004236,[],RC,Bigram,213
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013180481257004236,[],RC,Bigram,213
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.195655039143548e-07,[],RC,Bigram,213
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",6.410473703809851e-11,[],RC,Bigram,213
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.195655039143548e-07,[],RC,Bigram,213
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.273649135873234e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,213
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.0001907017666902155,[],RC,Bigram,213
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.195655039143548e-07,[],RC,Bigram,213
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.273649135873234e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,213
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.605047916857064e-08,[],RC,Bigram,213
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.901719150142589e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,213
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03749922371398521,[],RC,Bigram,213
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.896344580056771e-09,[],RC,Bigram,213
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0945711861799542e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,213
